record_id,date_time,city_zone,station_type,vehicles_charged,avg_charging_duration_minutes,energy_dispensed_kwh,grid_load_mw,renewable_energy_used_percent,peak_load_risk,hour,day_name,month,date,is_weekend,energy_per_vehicle,veh_z,energy_z,demand_score
2132,2024-03-29 19:00:00,North,Fast,15,15.7,257.88,110.09,71.5,High,19,Friday,March,2024-03-29,0,17.192,0.36230949701802884,0.7986523536077262,0.5368466396539078
2133,2024-03-29 20:00:00,South,Supercharger,8,25.9,267.98,468.15,67.1,Medium,20,Friday,March,2024-03-29,0,33.4975,-0.6469665321964914,0.9006905320497645,-0.02790370649798901
2134,2024-03-29 21:00:00,North,Fast,21,111.2,63.44,432.61,64.1,High,21,Friday,March,2024-03-29,0,3.020952380952381,1.2274032363447605,-1.165734123250675,0.27014829250658623
2135,2024-03-29 22:00:00,West,Fast,22,67.7,223.07,352.29,60.6,Low,22,Friday,March,2024-03-29,0,10.139545454545454,1.371585526232549,0.4469742356307619,1.001741009991834
2136,2024-03-29 23:00:00,East,Normal,10,118.5,144.81,103.57,6.1,Medium,23,Friday,March,2024-03-29,0,14.481,-0.35860195242091414,-0.3436701054458605,-0.3526292136308927
2137,2024-03-30 00:00:00,Central,Normal,16,60.2,18.09,186.48,53.8,Low,0,Saturday,March,2024-03-30,1,1.130625,0.5064917869058174,-1.6238956472453698,-0.34566318675465757
2138,2024-03-30 01:00:00,Central,Normal,17,82.3,24.74,402.35,72.3,Low,1,Saturday,March,2024-03-30,1,1.4552941176470586,0.650674076793606,-1.556712094112741,-0.23228039156893282
2139,2024-03-30 02:00:00,South,Supercharger,18,66.7,163.47,452.22,32.5,Low,2,Saturday,March,2024-03-30,1,9.081666666666667,0.7948563666813946,-0.15515204507670932,0.414853001978153
2140,2024-03-30 03:00:00,Central,Normal,10,23.9,317.52,75.6,56.3,Low,3,Saturday,March,2024-03-30,1,31.752,-0.35860195242091414,1.4011827459129877,0.3453119269126466
2141,2024-03-30 04:00:00,North,Normal,23,65.5,261.08,475.86,57.0,Medium,4,Saturday,March,2024-03-30,1,11.351304347826087,1.5157678161203376,0.8309812814309461,1.241853202244581
2142,2024-03-30 05:00:00,Central,Fast,1,67.9,47.09,359.02,60.0,Medium,5,Saturday,March,2024-03-30,1,47.09,-1.6562425614110114,-1.3309147388474394,-1.5261114323855827
2143,2024-03-30 06:00:00,East,Supercharger,2,32.2,237.69,361.16,77.7,Low,6,Saturday,March,2024-03-30,1,118.845,-1.512060271523223,0.594677024623098,-0.6693653530646945
2144,2024-03-30 07:00:00,Central,Supercharger,2,86.3,275.12,227.2,30.5,Medium,7,Saturday,March,2024-03-30,1,137.56,-1.512060271523223,0.9728244522553238,-0.5181063820118041
2145,2024-03-30 08:00:00,South,Fast,24,21.5,18.54,241.97,84.1,Medium,8,Saturday,March,2024-03-30,1,0.7725,1.659950106008126,-1.6193493917702297,0.3482303068967837
2146,2024-03-30 09:00:00,North,Normal,22,33.2,64.68,215.51,74.0,Medium,9,Saturday,March,2024-03-30,1,2.9400000000000004,1.371585526232549,-1.1532066637191771,0.3616686502518584
2147,2024-03-30 10:00:00,East,Fast,24,80.6,142.01,417.26,26.3,High,10,Saturday,March,2024-03-30,1,5.917083333333333,1.659950106008126,-0.3719579172911781,0.8471868966884044
2148,2024-03-30 11:00:00,Central,Supercharger,15,29.7,270.38,472.2,9.5,Medium,11,Saturday,March,2024-03-30,1,18.025333333333332,0.36230949701802884,0.9249372279171791,0.587360589377689
2149,2024-03-30 12:00:00,North,Normal,20,30.0,75.5,420.01,32.2,Medium,12,Saturday,March,2024-03-30,1,3.775,1.0832209464569718,-1.043894476516915,0.23237477726741707
2150,2024-03-30 13:00:00,South,Normal,21,21.3,103.48,473.38,19.6,Low,13,Saturday,March,2024-03-30,1,4.927619047619048,1.2274032363447605,-0.7612184138626354,0.4319545762618021
2151,2024-03-30 14:00:00,West,Supercharger,18,72.2,23.93,395.56,32.1,Medium,14,Saturday,March,2024-03-30,1,1.3294444444444444,0.7948563666813946,-1.5648953539679935,-0.14904432157836067
2152,2024-03-30 15:00:00,West,Supercharger,23,36.9,74.57,423.39,55.5,Medium,15,Saturday,March,2024-03-30,1,3.242173913043478,1.5157678161203376,-1.0532900711655382,0.4881446612059872
2153,2024-03-30 16:00:00,South,Fast,2,45.0,49.98,153.26,81.5,Low,16,Saturday,March,2024-03-30,1,24.99,-1.512060271523223,-1.3017176759070939,-1.4279232332767713
2154,2024-03-30 17:00:00,South,Normal,12,23.9,123.93,208.49,44.1,Medium,17,Saturday,March,2024-03-30,1,10.3275,-0.07023737264533694,-0.5546163594923705,-0.2639889673841504
2155,2024-03-30 18:00:00,West,Fast,13,52.8,287.42,489.66,68.5,Low,18,Saturday,March,2024-03-30,1,22.10923076923077,0.07394491724245165,1.0970887685758255,0.48320245777580123
2156,2024-03-30 19:00:00,East,Normal,20,47.0,75.54,128.36,74.5,Medium,19,Saturday,March,2024-03-30,1,3.777,1.0832209464569718,-1.0434903649191245,0.23253642190653323
2157,2024-03-30 20:00:00,East,Normal,4,26.9,181.35,424.13,15.2,High,20,Saturday,March,2024-03-30,1,45.3375,-1.2236956917476458,0.025485839135532023,-0.7240230793943747
2158,2024-03-30 21:00:00,North,Normal,17,84.3,330.09,77.67,46.0,Low,21,Saturday,March,2024-03-30,1,19.41705882352941,0.650674076793606,1.5281748155185735,1.001674372283593
2159,2024-03-30 22:00:00,North,Normal,5,51.0,29.09,203.8,50.8,Low,22,Saturday,March,2024-03-30,1,5.818,-1.0795134018598571,-1.5127649578530513,-1.2528140242571348
2160,2024-03-30 23:00:00,North,Supercharger,24,43.8,154.61,87.27,70.3,High,23,Saturday,March,2024-03-30,1,6.442083333333334,1.659950106008126,-0.24466276398724937,0.8981049580099758
2161,2024-03-31 00:00:00,East,Fast,9,107.2,316.77,351.61,12.7,High,0,Sunday,March,2024-03-31,1,35.196666666666665,-0.5027842423087028,1.3936056534544206,0.2557717159965466
2162,2024-03-31 01:00:00,East,Fast,7,27.6,269.05,309.94,76.1,Low,1,Sunday,March,2024-03-31,1,38.43571428571429,-0.79114882208428,0.9115005172906535,-0.11008908633430653
2163,2024-03-31 02:00:00,West,Fast,18,80.3,271.77,402.84,38.3,High,2,Sunday,March,2024-03-31,1,15.098333333333333,0.7948563666813946,0.9389801059403902,0.8525058623849928
2164,2024-03-31 03:00:00,West,Normal,12,37.2,337.88,454.14,70.8,High,3,Sunday,March,2024-03-31,1,28.156666666666666,-0.07023737264533694,1.6068755491882247,0.6006077960880877
2165,2024-03-31 04:00:00,East,Normal,1,69.5,170.43,250.64,41.9,High,4,Sunday,March,2024-03-31,1,170.43,-1.6562425614110114,-0.08483662706120589,-1.0276801876710893
2166,2024-03-31 05:00:00,Central,Normal,9,113.2,145.81,487.45,21.2,High,5,Sunday,March,2024-03-31,1,16.20111111111111,-0.5027842423087028,-0.3335673155011043,-0.43509747158566336
2167,2024-03-31 06:00:00,North,Supercharger,13,42.0,86.63,396.75,30.5,Low,6,Sunday,March,2024-03-31,1,6.663846153846153,0.07394491724245165,-0.9314504244317781,-0.32821321942724024
2168,2024-03-31 07:00:00,Central,Fast,15,107.6,207.57,414.74,8.8,Low,7,Sunday,March,2024-03-31,1,13.838,0.36230949701802884,0.29038099148704033,0.33353809480563346
2169,2024-03-31 08:00:00,East,Normal,18,47.2,126.97,69.3,77.8,Low,8,Sunday,March,2024-03-31,1,7.053888888888888,0.7948563666813946,-0.5239038780603117,0.2673522687847121
2170,2024-03-31 09:00:00,East,Normal,20,74.3,269.7,452.2,47.3,Medium,9,Sunday,March,2024-03-31,1,13.485,1.0832209464569718,0.9180673307547449,1.017159500176081
2171,2024-03-31 10:00:00,North,Fast,5,23.1,218.4,340.11,52.3,Low,10,Sunday,March,2024-03-31,1,43.68,-1.0795134018598571,0.3997942065887504,-0.4877903584804141
2172,2024-03-31 11:00:00,Central,Normal,24,99.0,349.08,149.34,26.4,Medium,11,Sunday,March,2024-03-31,1,14.545,1.659950106008126,1.7200267965694944,1.6839807822326733
2173,2024-03-31 12:00:00,South,Normal,13,100.8,251.0,327.06,75.2,Medium,12,Sunday,March,2024-03-31,1,19.307692307692307,0.07394491724245165,0.7291451587878035,0.3360250138605924
2174,2024-03-31 13:00:00,Central,Fast,19,95.2,227.73,359.03,33.6,Low,13,Sunday,March,2024-03-31,1,11.98578947368421,0.9390386565691832,0.4940532367733259,0.7610444886508403
2175,2024-03-31 14:00:00,West,Supercharger,14,67.1,221.09,374.63,8.8,Low,14,Sunday,March,2024-03-31,1,15.792142857142858,0.21812720713024025,0.42697071154014465,0.301664608894202
2176,2024-03-31 15:00:00,Central,Normal,22,114.6,77.83,321.65,69.6,High,15,Sunday,March,2024-03-31,1,3.5377272727272726,1.371585526232549,-1.0203549759456327,0.4148093253612762
2177,2024-03-31 16:00:00,North,Fast,10,41.1,167.9,267.81,71.5,Medium,16,Sunday,March,2024-03-31,1,16.79,-0.35860195242091414,-0.11039668562143914,-0.25931984570112415
2178,2024-03-31 17:00:00,North,Fast,10,93.7,238.4,347.05,54.8,Low,17,Sunday,March,2024-03-31,1,23.84,-0.35860195242091414,0.601850005483875,0.025578830741001535
2179,2024-03-31 18:00:00,South,Fast,12,99.3,169.38,184.8,34.1,Low,18,Sunday,March,2024-03-31,1,14.115,-0.07023737264533694,-0.09544455650320004,-0.08032024618848219
2180,2024-03-31 19:00:00,West,Fast,18,72.3,282.34,222.06,65.7,Low,19,Sunday,March,2024-03-31,1,15.685555555555554,0.7948563666813946,1.0457665956564635,0.8952204582714222
2181,2024-03-31 20:00:00,South,Fast,8,21.3,229.14,61.49,58.1,High,20,Sunday,March,2024-03-31,1,28.6425,-0.6469665321964914,0.5082981705954321,-0.18486065107972194
2182,2024-03-31 21:00:00,East,Supercharger,23,85.4,347.86,89.7,13.1,Low,21,Sunday,March,2024-03-31,1,15.124347826086957,1.5157678161203376,1.707701392836892,1.5925412468069595
2183,2024-03-31 22:00:00,East,Normal,12,62.8,285.46,464.25,76.6,Low,22,Sunday,March,2024-03-31,1,23.78833333333333,-0.07023737264533694,1.077287300284103,0.3887724965264391
2184,2024-03-31 23:00:00,East,Fast,22,107.2,262.24,383.94,41.4,Low,23,Sunday,March,2024-03-31,1,11.92,1.371585526232549,0.8427005177668636,1.1600315228462748
2185,2024-04-01 00:00:00,North,Normal,24,114.8,287.11,368.53,15.4,High,0,Monday,April,2024-04-01,0,11.962916666666667,1.659950106008126,1.093956903692951,1.4335528250820562
2186,2024-04-01 01:00:00,East,Normal,1,27.7,58.49,411.67,52.8,Low,1,Monday,April,2024-04-01,0,58.49,-1.6562425614110114,-1.2157429334772183,-1.4800427102374942
2187,2024-04-01 02:00:00,South,Normal,11,87.1,146.92,457.25,7.4,Low,2,Monday,April,2024-04-01,0,13.356363636363636,-0.21441966253312553,-0.32235321866242506,-0.25759308498484534
2188,2024-04-01 03:00:00,South,Normal,24,93.8,98.25,456.41,53.2,Medium,3,Monday,April,2024-04-01,0,4.09375,1.659950106008126,-0.8140560052737106,0.6703476614953914
2189,2024-04-01 04:00:00,West,Supercharger,7,88.0,263.83,50.58,30.9,Low,4,Monday,April,2024-04-01,0,37.69,-0.79114882208428,0.8587639537790257,-0.13118371173895765
2190,2024-04-01 05:00:00,North,Normal,5,18.3,206.98,171.31,36.5,Medium,5,Monday,April,2024-04-01,0,41.396,-1.0795134018598571,0.2844203454196341,-0.5339399029480606
2191,2024-04-01 06:00:00,North,Normal,9,93.2,257.65,337.04,43.6,Low,6,Monday,April,2024-04-01,0,28.627777777777776,-0.5027842423087028,0.7963287119204322,0.016860939382951246
2192,2024-04-01 07:00:00,Central,Normal,21,28.6,190.38,450.11,21.3,Low,7,Monday,April,2024-04-01,0,9.065714285714286,1.2274032363447605,0.11671403233668079,0.7831275547415286
2193,2024-04-01 08:00:00,East,Fast,12,107.8,331.52,90.56,64.1,Low,8,Monday,April,2024-04-01,0,27.626666666666665,-0.07023737264533694,1.5426218051395748,0.5749062984686277
2194,2024-04-01 09:00:00,Central,Fast,9,81.4,146.05,195.84,32.7,High,9,Monday,April,2024-04-01,0,16.227777777777778,-0.5027842423087028,-0.3311426459143627,-0.4341276037509667
2195,2024-04-01 10:00:00,North,Fast,20,21.3,113.43,405.43,53.1,High,10,Monday,April,2024-04-01,0,5.6715,1.0832209464569718,-0.660695653912311,0.3856543063092587
2196,2024-04-01 11:00:00,South,Fast,8,67.7,104.82,443.54,21.1,Low,11,Monday,April,2024-04-01,0,13.1025,-0.6469665321964914,-0.7476806753366623,-0.6872521894525597
2197,2024-04-01 12:00:00,South,Normal,19,79.8,239.48,130.89,37.5,Low,12,Monday,April,2024-04-01,0,12.60421052631579,0.9390386565691832,0.6127610186242116,0.8085276013911945
2198,2024-04-01 13:00:00,West,Fast,22,72.7,236.86,341.03,20.6,Medium,13,Monday,April,2024-04-01,0,10.766363636363637,1.371585526232549,0.5862917089689506,1.0574679993271094
2199,2024-04-01 14:00:00,North,Fast,19,68.1,135.68,194.64,58.3,High,14,Monday,April,2024-04-01,0,7.1410526315789475,0.9390386565691832,-0.4359085776414849,0.3890597628849159
2200,2024-04-01 15:00:00,South,Normal,22,29.6,178.16,112.05,31.7,Medium,15,Monday,April,2024-04-01,0,8.098181818181818,1.371585526232549,-0.0067420607882403265,0.8202544914242331
2201,2024-04-01 16:00:00,West,Normal,14,67.3,117.23,245.9,22.5,Low,16,Monday,April,2024-04-01,0,8.373571428571429,0.21812720713024025,-0.6223050521222373,-0.11804569657075079
2202,2024-04-01 17:00:00,East,Supercharger,15,73.6,244.1,151.76,66.4,Low,17,Monday,April,2024-04-01,0,16.273333333333333,0.36230949701802884,0.6594359081689855,0.4811600614784115
2203,2024-04-01 18:00:00,Central,Fast,2,25.5,192.39,213.53,30.7,Low,18,Monday,April,2024-04-01,0,96.195,-1.512060271523223,0.13702064012564072,-0.8524279068636774
2204,2024-04-01 19:00:00,East,Fast,19,39.0,228.47,321.9,19.3,Low,19,Monday,April,2024-04-01,0,12.024736842105263,0.9390386565691832,0.5015293013324456,0.7640349144744881
2205,2024-04-01 20:00:00,Central,Fast,1,92.8,292.46,125.98,17.9,Low,20,Monday,April,2024-04-01,0,292.46,-1.6562425614110114,1.1480068298973964,-0.5345428048876482
2206,2024-04-01 21:00:00,South,Fast,15,72.5,168.27,146.0,77.3,Medium,21,Monday,April,2024-04-01,0,11.218,0.36230949701802884,-0.1066586533418793,0.17472223687406557
2207,2024-04-01 22:00:00,West,Normal,11,49.7,97.28,54.25,15.3,High,22,Monday,April,2024-04-01,0,8.843636363636364,-0.21441966253312553,-0.8238557115201242,-0.458194082127925
2208,2024-04-01 23:00:00,East,Normal,8,22.5,194.72,405.56,77.8,Low,23,Monday,April,2024-04-01,0,24.34,-0.6469665321964914,0.16056014069692287,-0.32395586303912566
2209,2024-04-02 00:00:00,East,Fast,24,48.3,95.64,325.8,67.2,Low,0,Tuesday,April,2024-04-02,0,3.985,1.659950106008126,-0.8404242870295243,0.6598003487930659
2210,2024-04-02 01:00:00,South,Fast,6,93.0,231.69,472.9,6.4,High,1,Tuesday,April,2024-04-02,0,38.615,-0.9353311119720685,0.5340602849545607,-0.3475745532014168
2211,2024-04-02 02:00:00,West,Supercharger,2,47.1,110.95,406.54,33.4,Low,2,Tuesday,April,2024-04-02,0,55.475,-1.512060271523223,-0.6857505729753065,-1.1815363921040563
2212,2024-04-02 03:00:00,Central,Fast,21,113.7,91.05,292.65,9.8,High,3,Tuesday,April,2024-04-02,0,4.335714285714285,1.2274032363447605,-0.8867960928759555,0.3817235046564741
2213,2024-04-02 04:00:00,West,Fast,24,40.6,293.44,322.58,60.1,Low,4,Tuesday,April,2024-04-02,0,12.226666666666667,1.659950106008126,1.157907564043258,1.4591330892221788
2214,2024-04-02 05:00:00,North,Fast,14,33.1,256.82,288.77,17.1,Medium,5,Tuesday,April,2024-04-02,0,18.344285714285714,0.21812720713024025,0.7879433962662846,0.44605368278465796
2215,2024-04-02 06:00:00,East,Fast,2,63.0,320.49,228.88,19.9,Low,6,Tuesday,April,2024-04-02,0,160.245,-1.512060271523223,1.4311880320489139,-0.3347609500943681
2216,2024-04-02 07:00:00,South,Fast,15,114.6,223.91,455.16,9.5,Low,7,Tuesday,April,2024-04-02,0,14.927333333333333,0.36230949701802884,0.4554605791843572,0.3995699298845602
2217,2024-04-02 08:00:00,South,Supercharger,12,115.4,343.42,353.05,63.3,Low,8,Tuesday,April,2024-04-02,0,28.618333333333336,-0.07023737264533694,1.6628450054821744,0.6229955786056676
2218,2024-04-02 09:00:00,South,Supercharger,4,51.1,198.91,315.65,31.8,Medium,9,Tuesday,April,2024-04-02,0,49.7275,-1.2236956917476458,0.20289083056545143,-0.6530610828224069
2219,2024-04-02 10:00:00,North,Supercharger,23,31.6,326.87,451.76,59.9,Medium,10,Tuesday,April,2024-04-02,0,14.211739130434783,1.5157678161203376,1.4956438318964587,1.507718222430786
2220,2024-04-02 11:00:00,West,Fast,13,57.4,300.53,370.14,45.7,Medium,11,Tuesday,April,2024-04-02,0,23.117692307692305,0.07394491724245165,1.2295363447515792,0.5361814882461027
2221,2024-04-02 12:00:00,East,Normal,8,39.5,76.08,398.1,16.3,High,12,Tuesday,April,2024-04-02,0,9.51,-0.6469665321964914,-1.0380348583489563,-0.8033938626574773
2222,2024-04-02 13:00:00,East,Normal,19,116.9,273.43,257.44,75.7,Medium,13,Tuesday,April,2024-04-02,0,14.391052631578948,0.9390386565691832,0.9557507372486858,0.9457234888409842
2223,2024-04-02 14:00:00,North,Supercharger,6,118.7,129.94,336.8,51.9,Medium,14,Tuesday,April,2024-04-02,0,21.656666666666666,-0.9353311119720685,-0.49389859192438573,-0.7587581039529954
2224,2024-04-02 15:00:00,North,Normal,6,87.0,129.3,243.67,66.5,Low,15,Tuesday,April,2024-04-02,0,21.55,-0.9353311119720685,-0.5003643774890295,-0.7613444181788529
2225,2024-04-02 16:00:00,South,Normal,13,93.9,201.31,99.49,73.1,Low,16,Tuesday,April,2024-04-02,0,15.485384615384616,0.07394491724245165,0.22713752643286644,0.13522196091861757
2226,2024-04-02 17:00:00,West,Supercharger,21,90.9,120.82,264.57,75.4,Low,17,Tuesday,April,2024-04-02,0,5.753333333333333,1.2274032363447605,-0.5860360362205626,0.5020275273186312
2227,2024-04-02 18:00:00,North,Normal,12,91.3,23.94,288.35,13.8,Medium,18,Tuesday,April,2024-04-02,0,1.995,-0.07023737264533694,-1.564794326068546,-0.6680601540146206
2228,2024-04-02 19:00:00,West,Fast,4,114.5,32.07,54.58,50.7,Medium,19,Tuesday,April,2024-04-02,0,8.0175,-1.2236956917476458,-1.4826586438176779,-1.3272808725756586
2229,2024-04-02 20:00:00,East,Normal,13,86.3,77.19,374.58,55.7,Medium,20,Tuesday,April,2024-04-02,0,5.937692307692307,0.07394491724245165,-1.026820761510277,-0.3663613542586398
2230,2024-04-02 21:00:00,East,Fast,8,76.4,339.08,113.04,63.1,Low,21,Tuesday,April,2024-04-02,0,42.385,-0.6469665321964914,1.618998897121932,0.25941963953087804
2231,2024-04-02 22:00:00,East,Fast,19,46.7,166.77,247.31,16.6,Medium,22,Tuesday,April,2024-04-02,0,8.777368421052632,0.9390386565691832,-0.12181283825901365,0.5146980586379044
2232,2024-04-02 23:00:00,Central,Normal,8,84.0,99.99,486.4,52.7,Low,23,Tuesday,April,2024-04-02,0,12.49875,-0.6469665321964914,-0.7964771507698348,-0.7067707796258287
2233,2024-04-03 00:00:00,South,Normal,1,111.9,331.17,235.86,11.5,Medium,0,Wednesday,April,2024-04-03,0,331.17,-1.6562425614110114,1.5390858286589106,-0.37811120538304255
2234,2024-04-03 01:00:00,North,Normal,11,33.5,228.43,374.49,19.6,Medium,1,Wednesday,April,2024-04-03,0,20.766363636363636,-0.21441966253312553,0.5011251897346555,0.07179827837398689
2235,2024-04-03 02:00:00,South,Fast,20,119.2,223.46,201.61,18.9,Medium,2,Wednesday,April,2024-04-03,0,11.173,1.0832209464569718,0.45091432370921697,0.8302982973578699
2236,2024-04-03 03:00:00,North,Supercharger,19,28.9,205.42,259.1,47.6,Low,3,Wednesday,April,2024-04-03,0,10.811578947368421,0.9390386565691832,0.2686599931058144,0.6708871911838357
2237,2024-04-03 04:00:00,Central,Fast,4,75.4,126.36,349.38,11.2,Low,4,Wednesday,April,2024-04-03,0,31.59,-1.2236956917476458,-0.530066579926613,-0.9462440470192327
2238,2024-04-03 05:00:00,Central,Fast,22,103.6,209.0,168.34,9.4,Low,5,Wednesday,April,2024-04-03,0,9.5,1.371585526232549,0.3048279811080418,0.944882508182746
2239,2024-04-03 06:00:00,Central,Normal,7,117.1,129.78,382.74,81.2,Low,6,Wednesday,April,2024-04-03,0,18.54,-0.79114882208428,-0.49551503831554666,-0.6728953085767866
2240,2024-04-03 07:00:00,West,Normal,15,41.0,299.19,363.58,73.1,Medium,7,Wednesday,April,2024-04-03,0,19.946,0.36230949701802884,1.215998606225606,0.7037851407010598
2241,2024-04-03 08:00:00,Central,Fast,8,59.5,38.71,156.92,67.5,Low,8,Wednesday,April,2024-04-03,0,4.83875,-0.6469665321964914,-1.4155761185844964,-0.9544103667516934
2242,2024-04-03 09:00:00,North,Fast,6,44.4,23.99,157.37,35.2,High,9,Wednesday,April,2024-04-03,0,3.998333333333333,-0.9353311119720685,-1.5642891865713082,-1.1869143418117645
2243,2024-04-03 10:00:00,Central,Supercharger,12,24.5,32.58,359.74,83.3,Low,10,Wednesday,April,2024-04-03,0,2.715,-0.07023737264533694,-1.477506220945852,-0.633144911965543
2244,2024-04-03 11:00:00,West,Fast,3,97.8,60.05,385.64,71.8,Low,11,Wednesday,April,2024-04-03,0,20.016666666666666,-1.3678779816354343,-1.1999825811633986,-1.30071982144662
2245,2024-04-03 12:00:00,West,Supercharger,10,50.4,252.36,324.4,52.8,High,12,Wednesday,April,2024-04-03,0,25.236,-0.35860195242091414,0.7428849531126721,0.08199280979252038
2246,2024-04-03 13:00:00,Central,Fast,8,83.2,71.22,166.07,26.9,Low,13,Wednesday,April,2024-04-03,0,8.9025,-0.6469665321964914,-1.0871344174804716,-0.8230336863100834
2247,2024-04-03 14:00:00,South,Fast,16,27.0,71.2,236.48,34.6,Medium,14,Wednesday,April,2024-04-03,0,4.45,0.5064917869058174,-1.0873364732793667,-0.13103951716825624
2248,2024-04-03 15:00:00,South,Normal,5,32.6,24.17,433.24,10.6,High,15,Wednesday,April,2024-04-03,0,4.8340000000000005,-1.0795134018598571,-1.5624706843812521,-1.2726963148684152
2249,2024-04-03 16:00:00,Central,Fast,1,105.5,349.27,322.72,26.7,High,16,Wednesday,April,2024-04-03,0,349.27,-1.6562425614110114,1.721946326658998,-0.30496700618300754
2250,2024-04-03 17:00:00,North,Normal,2,94.5,135.63,479.85,61.7,Medium,17,Wednesday,April,2024-04-03,0,67.815,-1.512060271523223,-0.4364137171387228,-1.0818016497694227
2251,2024-04-03 18:00:00,East,Normal,12,106.2,281.0,277.77,60.3,Low,18,Wednesday,April,2024-04-03,0,23.416666666666668,-0.07023737264533694,1.0322288571304903,0.370749119264994
2252,2024-04-03 19:00:00,Central,Normal,9,100.1,296.05,373.35,33.9,Low,19,Wednesday,April,2024-04-03,0,32.894444444444446,-0.5027842423087028,1.1842758457990716,0.17203979293440702
2253,2024-04-03 20:00:00,South,Supercharger,20,57.9,74.17,93.41,57.3,Low,20,Wednesday,April,2024-04-03,0,3.7085,1.0832209464569718,-1.0573311871434405,0.22700009301680685
2254,2024-04-03 21:00:00,East,Fast,18,114.0,153.87,415.93,60.5,Low,21,Wednesday,April,2024-04-03,0,8.548333333333334,0.7948563666813946,-0.25213882854636904,0.3760582885902891
2255,2024-04-03 22:00:00,South,Normal,14,56.6,257.78,106.97,54.5,Low,22,Wednesday,April,2024-04-03,0,18.412857142857142,0.21812720713024025,0.7976420746132504,0.44993315412344437
2256,2024-04-03 23:00:00,South,Supercharger,23,45.3,43.52,265.14,14.7,Medium,23,Wednesday,April,2024-04-03,0,1.8921739130434785,1.5157678161203376,-1.366981698950219,0.3626680100921149
2257,2024-04-04 00:00:00,Central,Supercharger,12,42.4,237.31,471.75,7.4,Medium,0,Thursday,April,2024-04-04,0,19.775833333333335,-0.07023737264533694,0.5908379644440908,0.19419276219043416
2258,2024-04-04 01:00:00,North,Normal,13,82.5,108.34,149.41,61.8,High,1,Thursday,April,2024-04-04,0,8.333846153846155,0.07394491724245165,-0.7121188547311202,-0.2404805915469771
2259,2024-04-04 02:00:00,South,Normal,14,68.6,245.52,265.85,53.3,Medium,2,Thursday,April,2024-04-04,0,17.537142857142857,0.21812720713024025,0.6737818698905395,0.40038907223435993
2260,2024-04-04 03:00:00,North,Fast,3,49.7,293.31,249.9,75.4,Low,3,Thursday,April,2024-04-04,0,97.77,-1.3678779816354343,1.1565942013504396,-0.35808910844108466
2261,2024-04-04 04:00:00,East,Supercharger,20,48.6,288.27,191.61,10.4,Medium,4,Thursday,April,2024-04-04,0,14.413499999999999,1.0832209464569718,1.105676140028868,1.0922030238857303
2262,2024-04-04 05:00:00,West,Fast,3,45.8,294.16,460.74,47.1,High,5,Thursday,April,2024-04-04,0,98.05333333333334,-1.3678779816354343,1.1651815728034827,-0.3546541598598674
2263,2024-04-04 06:00:00,East,Supercharger,3,29.6,144.57,405.1,75.1,Medium,6,Thursday,April,2024-04-04,0,48.19,-1.3678779816354343,-0.3460947750326021,-0.9591646989943013
2264,2024-04-04 07:00:00,South,Normal,8,108.2,181.22,58.83,75.5,Low,7,Thursday,April,2024-04-04,0,22.6525,-0.6469665321964914,0.02417247644271376,-0.3785109287408093
2265,2024-04-04 08:00:00,South,Normal,9,70.0,253.1,260.61,71.6,High,8,Thursday,April,2024-04-04,0,28.12222222222222,-0.5027842423087028,0.7503610176717915,-0.001526138316504999
2266,2024-04-04 09:00:00,North,Fast,13,113.7,265.15,490.16,53.8,High,9,Thursday,April,2024-04-04,0,20.396153846153844,0.07394491724245165,0.8720996365061039,0.3932068049479126
2267,2024-04-04 10:00:00,Central,Normal,7,54.5,319.27,130.94,66.8,High,10,Thursday,April,2024-04-04,0,45.61,-0.79114882208428,1.418862628316311,0.09285575807595647
2268,2024-04-04 11:00:00,East,Fast,3,18.9,238.62,55.86,57.6,Medium,11,Thursday,April,2024-04-04,0,79.54,-1.3678779816354343,0.6040726192717214,-0.579097741272572
2269,2024-04-04 12:00:00,North,Supercharger,9,69.7,264.33,285.82,25.2,Low,12,Thursday,April,2024-04-04,0,29.369999999999997,-0.5027842423087028,0.8638153487514039,0.0438555941153399
2270,2024-04-04 13:00:00,East,Fast,15,101.2,114.53,117.25,41.0,Low,13,Thursday,April,2024-04-04,0,7.6353333333333335,0.36230949701802884,-0.6495825849730792,-0.04244733577841439
2271,2024-04-04 14:00:00,South,Fast,17,34.8,336.33,162.01,11.9,Low,14,Thursday,April,2024-04-04,0,19.78411764705882,0.650674076793606,1.5912162247738524,1.0268909359857046
2272,2024-04-04 15:00:00,South,Normal,11,101.5,133.14,489.94,71.5,Low,15,Thursday,April,2024-04-04,0,12.103636363636362,-0.21441966253312553,-0.4615696641011659,-0.3132796631603417
2273,2024-04-04 16:00:00,West,Normal,23,72.3,39.88,401.32,12.2,Low,16,Thursday,April,2024-04-04,0,1.733913043478261,1.5157678161203376,-1.4037558543491317,0.34795834793254976
2274,2024-04-04 17:00:00,North,Normal,18,43.4,275.28,470.97,40.5,High,17,Thursday,April,2024-04-04,0,15.293333333333331,0.7948563666813946,0.9744408986464844,0.8666901794674305
2275,2024-04-04 18:00:00,Central,Fast,19,113.4,16.31,242.29,29.0,Medium,18,Thursday,April,2024-04-04,0,0.8584210526315789,0.9390386565691832,-1.641878613347036,-0.0933282513973046
